doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.1007/s11214-025-01204-3,Correction to: Photogeologic Map of the Perseverance Rover Field Site in Jezero Crater Constructed by the Mars 2020 Science Team,Kathryn M. Stack; Nathan R. Williams; Fred Calef; Vivian Z. Sun; Kenneth H. Williford; Kenneth A. Farley; Sigurd Eide; David Flannery; Cory Hughes; Samantha R. Jacob; Linda C. Kah; Forrest Meyen; Antonio Molina; Cathy Quantin Nataf; Melissa Rice; Patrick Russell; Eva Scheller; Christina H. Seeger; William J. Abbey; Jacob B. Adler; Hans Amundsen; Ryan B. Anderson; Stanley M. Angel; Gorka Arana; James Atkins; Megan Barrington; Tor Berger; Rose Borden; Beau Boring; Adrian Brown; Brandi L. Carrier; Pamela Conrad; Henning Dypvik; Sarah A. Fagents; Zachary E. Gallegos; Brad Garczynski; Keenan Golder; Felipe Gomez; Yulia Goreva; Sanjeev Gupta; Svein-Erik Hamran; Taryn Hicks; Eric D. Hinterman; Briony N. Horgan; Joel Hurowitz; Jeffrey R. Johnson; Jeremie Lasue; Rachel E. Kronyak; Yang Liu; Juan Manuel Madariaga; Nicolas Mangold; John McClean; Noah Miklusicak; Daniel Nunes; Corrine Rojas; Kirby Runyon; Nicole Schmitz; Noel Scudder; Emily Shaver; Jason SooHoo; Russell Spaulding; Evan Stanish; Leslie K. Tamppari; Michael M. Tice; Nathalie Turenne; Peter A. Willis; R. Aileen Yingst,2025,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/s11214-025-01204-3
10.1007/s11214-025-01225-y,Mars Science and Exploration After Mars Express,Dmitrij Titov; Patrick Martin; Colin Wilson; Olivier Witasse; Alejandro Cardesín-Moinelo; Håkan Svedhem; Claire Parfitt; Daniel Paardekooper; Jorge L. Vago; Elliot Sefton-Nash; Gerhard Kminek; Agustin Chicarro,2025,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/s11214-025-01225-y
10.1016/b978-0-443-21614-5.00009-2,Clays in Martian meteorites,,2025,Developments in Clay Science Clay on Mars,book-chapter,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1016/b978-0-443-21614-5.00009-2
10.1016/b978-0-443-21614-5.00010-9,Interstratified clay minerals on Mars,,2025,Developments in Clay Science Clay on Mars,book-chapter,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/b978-0-443-21614-5.00010-9
10.1016/j.asr.2024.12.044,Production and test procedures for in-situ Mars concrete research: A case study for on-ground Mars constructions in Jezero Crater according to MEDA data from 2020 perseverance Mars rover,Muslum Murat Maras; Abdullah Ates; Baris Baykant Alagoz,2025,Advances in Space Research,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.asr.2024.12.044
10.1016/j.clema.2025.100336,Development of a mineralogically replicated Martian regolith simulant informed by Martian meteorites,Yutong Deng; Feng Li; Siqi Zhou; Xinyang Tao; Jiayuan Liu; Zhiqian Lin,2025,Cleaner Materials,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1016/j.clema.2025.100336
10.1016/j.epsl.2024.119155,Crustal thickness effects on chemical differentiation and hydrology on Mars,Cin-Ty Lee; Duncan Keller; Rajdeep Dasgupta; Kirsten Siebach; Patrick McGovern; Jackson Borchardt; Julin Zhang,2025,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1016/j.epsl.2024.119155
10.1016/j.epsl.2025.119625,A massive primordial atmosphere on early Mars,Sarah Joiret; Alessandro Morbidelli; Rafael de Sousa Ribeiro; Guillaume Avice; Paolo Sossi,2025,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/j.epsl.2025.119625
10.1016/j.epsl.2025.119645,Gravity-driven fold-thrust belt at the Martian dichotomy,F. Carboni; O. Karagoz; J.B. Ruh; T. Kenkmann,2025,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Dichotomy; Gravity and topography,,,,https://doi.org/10.1016/j.epsl.2025.119645
10.1016/j.gca.2024.11.014,Timing of crustal reworking on Mars inferred from the Lu-Hf isotope systematics of igneous clasts in NWA 7533,Ninna K. Jensen; Alexander A. Nemchin; Gavin Kenny; Martin J. Whitehouse; James N. Connelly; Takashi Mikouchi; Martin Bizzarro,2025,Geochimica et Cosmochimica Acta,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1016/j.gca.2024.11.014
10.1016/j.gca.2025.01.028,Tardi-magmatic iddingsite in the Martian Nakhlite NWA 817,V. Megevand; J.-C. Viennet; C. Le Guillou; F. Guyot; S. Bernard,2025,Geochimica et Cosmochimica Acta,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1016/j.gca.2025.01.028
10.1016/j.icarus.2024.116299,"Soil diversity at Jezero crater and Comparison to Gale crater, Mars",A. Cousin; P.-Y. Meslin; O. Forni; O. Beyssac; E. Clavé; E. Hausrath; P. Beck; E. Dehouck; S. Schröder; T. Fouchet; C. Bedford; J. Johnson; P. Pilleri; J. Lasue; O. Gasnault; N. Martin; B. Chide; A. Udry; R. Sullivan; A. Vaughan; I. Poblacion; G. Arana; J.M. Madariaga; S. Clegg; S. Maurice; R.C. Wiens,2025,Icarus,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.icarus.2024.116299
10.1016/j.pss.2025.106073,The InSight Mars lander's meteor search,Mark T. Lemmon; Ingrid J. Daubar; Maria E. Banks; Jeremie Vaubaillon; Eleanor K. Sansom; Justin N. Maki,2025,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1016/j.pss.2025.106073
10.1016/s0262-4079(25)00121-6,Mars may have a solid inner core just like Earth,James Dinneen,2025,New Scientist,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1016/s0262-4079(25)00121-6
10.1017/9781316651162,Martian Impact Craters,Peter J. Mouginis-Mark; Joseph M. Boyce,2025,,monograph,False,Discovery candidate — not screened,Dichotomy; Meteorite provenance,,,,https://doi.org/10.1017/9781316651162
10.1017/9781316651162.010,Remaining Puzzles Concerning Martian Craters,,2025,Martian Impact Craters,book-chapter,False,Discovery candidate — not screened,Meteorite provenance,,,,https://doi.org/10.1017/9781316651162.010
10.1029/2024gl113926,Mars' Hemispheric Magnetic Field From a Full‐Sphere Dynamo,C. Yan; A. Barik; S. Stanley; A. Mittelholz; A.‐C. Plesa; C.‐L. Johnson,2025,Geophysical Research Letters,journal-article,True,Abstract consulted,Magnetism,Explores hemispherical magnetic-field generation in dynamo models without an inner core.,Tests how early core geometry affects asymmetric magnetism.,An early fully liquid core and a present solid inner core are different temporal hypotheses.,https://doi.org/10.1029/2024gl113926
10.1029/2024je008486,Martian Highlands Differentiation Concomitant to Dichotomy Formation,Valentin Bonnet Gibet; Chloé Michaut; Thomas Bodin; Mark Wieczorek; Fabien Dubuffet,2025,Journal of Geophysical Research: Planets,journal-article,True,Abstract consulted,Interior,Thermal models explore differentiation and partial melting of the thick southern crust.,"Connects heat-producing elements, crust thickness and lithological diversity.",Conditional petrological and thermal calculations do not map observed melt throughout the south.,https://doi.org/10.1029/2024je008486
10.1029/2024je008539,"The Brac/Dourbes Olivine‐Cumulate Rock, Séítah Formation, Jezero Crater Floor, Mars: Its Parent Magma, and Relation to Basalts of the Máaz Formation",Allan H. Treiman; Juan D. Hernández‐Montenegro; Roger C. Wiens; Larry Wade; Scott VanBommel; Jason Van Beek; Arya Udry; Mike M. Tice; Mariek E. Schmidt; Kelsey Moore; Yang Liu; Peter Lawson; Abigail Knight; David Arge Klevang; Tanya Kizovski; Michael M. W. Jones; Joel A. Hurowitz; Robert Hodyss; Jesper Henneke; David Flannery; Robert Denise; Vinciane Debaille; Morgan L. Cable; Adrian Brown; Olivier Beyssac; Paul Asimow; Abigail C. Allwood,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1029/2024je008539
10.1029/2024je008661,Impact‐Related Hydrothermal Conditions in Complex Craters on Mars,J. E. Hedgepeth; K. Miljković; H. C. Branco; A. C. Plesa; E. G. Jones,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1029/2024je008661
10.1029/2024je008819,The Subsurface Structure of the Martian Utopia Basin Revealed by the Radar Data of the Zhurong Rover,Huitang Li; Qinghong Sheng; Bo Wang; Jun Li; Xiao Ling,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1029/2024je008819
10.1029/2024je008832,Gravity and Magnetic Field Signatures in Hydrothermally Affected Regions on Mars,Anna Mittelholz; Max Moorkamp; Adrien Broquet; Lujendra Ojha,2025,Journal of Geophysical Research: Planets,journal-article,True,Selected full-text sections consulted,Magnetism,Joint regional gravity and magnetic interpretation explores thermal and chemical modification in potentially hydrothermal settings.,"Provides an existing physical precedent for connecting heat production, fluids and magnetic preservation.",Discussion and data statement consulted. Regional non-unique inversions are not a unique origin model for the global dichotomy.,https://doi.org/10.1029/2024je008832
10.1029/2024je008846,Dayside Magnetic Reconnection With Outflow Below the Mars' Escape Velocity: MAVEN Observation,Hengyan Man; Xiaojun Xu; Xiaohua Deng; Pu Yang; Jun Cui; Jing Wang; Lei Luo; Zhihong Zhong; Zilu Zhou; Xing Wang; Siqi Yi; Peishan He; Wenjing Zhao,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1029/2024je008846
10.1029/2024je008851,Modeling Lake Bonneville Paleoshoreline Erosion at Mars‐Like Rates and Durations: Implications for the Preservation of Erosional Martian Shorelines and Viability as Evidence for a Martian Ocean,Zachary J. Baran; Benjamin T. Cardenas,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1029/2024je008851
10.1029/2024je008883,Recurring Ice Ages at Martian Mid‐Latitudes Evidenced by Characterizing Double Layered Ejecta (DLE) Craters,Shengli Niu; Feng Zhang; James W. Head; Yanan Dang; Dijun Guo; Yang Liu; Yongliao Zou,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Meteorite provenance,,,,https://doi.org/10.1029/2024je008883
10.1029/2024je008927,Uncovering Shallow Crustal Structures of Mars Beneath the InSight Landing Site Using P‐Wave Particle Motions,Xu Wang; Ling Chen; Xin Wang,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1029/2024je008927
10.1029/2025eo250367,Scientists May Have Finally Detected a Solid Inner Core on Mars,Javier Barbuzano,2025,Eos,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1029/2025eo250367
10.1029/2025gl118868,Statistical Analysis of Multiple Bow Shock Crossings at Mars,Niklas J. T. Edberg; David J. Andrews; Long Cheng; Konstantin Kim; Katerina Stergiopoulou; Mark Lester; Cyril Simon Wedlund; Jasper S. Halekas; Shannon M. Curry,2025,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2025gl118868
10.1029/2025gl118950,Exploring Magnetic Reconnection in the Collisional Ionosphere of Mars With MAVEN,Y. Harada; T. E. Cravens; D. A. Brain; J. S. Halekas; J. G. Luhmann; C. M. Fowler; K. G. Hanley; J. P. McFadden,2025,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1029/2025gl118950
10.1029/2025je008931,Geological History of the Dichotomy in the Southern Utopia Planitia of Mars,Tengfei Zhang; Jun Huang; Le Wang; Lukas Wueller; Wajiha Iqbal; Xiaozhong Ding; Long Xiao; Harald Hiesinger,2025,Journal of Geophysical Research: Planets,journal-article,True,Abstract consulted,Surface and evolution,"Geological mapping reconstructs volcanic, tectonic and aqueous modifications in southern Utopia.",Provides a regional northern-lowland case study for separating formation from resurfacing.,Regional stratigraphic interpretations cannot be generalized to all northern plains.,https://doi.org/10.1029/2025je008931
10.1029/2025je008986,"Scales of Martian Crustal Magnetization Constrained by MAVEN, InSight, and Zhurong",O. M. Romeo; M. Manga; R. J. Lillis; A. Mittelholz,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1029/2025je008986
10.1029/2025je009097,Estimating Jezero Crater Rock Density and Strength Using Perseverance Drill Data: Implications for Future Mars Missions and Analog Mars Studies,J. Tuggle; L. C. Kah; K. Kaplan; K. L. Kriechbaum; L. R. Shiraishi; E. Duffy,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1029/2025je009097
10.1029/2025je009114,"Nighttime and Early Morning Atmospheric Waves and Transient Turbulence at Jezero Crater, Mars, Observed by the Perseverance Rover",A. Munguira; R. Hueso; A. Sánchez‐Lavega; T. del Rio‐Gaztelurrutia; T. Bertrand; G. M. Martínez,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1029/2025je009114
10.1029/2025je009196,"In Situ Observation of Weathering Rinds at the Zhurong Landing Site, Mars",Qing Zhang; John Carter; Mathieu Vincendon; François Poulet; Maxime Pineau; Lin Guo; Zhaopeng Chen; Dawei Liu; Bin Liu; Xin Ren; Jean‐Pierre Bibring; Jianjun Liu; Chunlai Li,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1029/2025je009196
10.1029/2025je009213,The Impact of a Long‐Lived Basal Magma Ocean on the Thermochemical Evolution of Mars,Kar Wai Cheng; Maxim D. Ballmer; Paul J. Tackley; Amir Khan,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1029/2025je009213
10.1029/2025je009243,"Abrasion Patch Dehydration Experiment at Bright Angel, Jezero Crater, Using SuperCam Onboard the Mars 2020 Perseverance Rover",S. A. Connell; R. C. Wiens; L. Mandon; C. C. Bedford; S. Siljeström; S. Schröder; G. M. Martínez; Á. Vicente‐Retortillo; E. A. Cloutis; D. M. Applin; A. Broz; C. Royer; J. R. Johnson; J. Van Beek; T. Nelson; E. Clavé; F. Poulet; P. Beck; E. Dehouck; T. Fornaro; T. Fouchet; A. Jones; A. Alberini; A. Cousin; K. Hand; K. Uckert; J. A. Rodríguez‐Manfredi; K. M. Stack; the Mars 2020 team,2025,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1029/2025je009243
10.1038/s41561-024-01626-8,Episodic warm climates on early Mars primed by crustal hydration,Danica Adams; Markus Scheucher; Renyu Hu; Bethany L. Ehlmann; Trent B. Thomas; Robin Wordsworth; Eva Scheller; Rob Lillis; Kayla Smith; Heike Rauer; Yuk L. Yung,2025,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1038/s41561-024-01626-8
10.1038/s41561-024-01634-8,Dichotomy retreat and aqueous alteration on Noachian Mars recorded in highland remnants,Joseph D. McNeil; Peter Fawdon; Matthew R. Balme; Angela L. Coe; Javier Cuadros; Stuart M. R. Turner,2025,Nature Geoscience,journal-article,True,Abstract consulted,Surface and evolution,Erosional remnants near the dichotomy boundary indicate substantial removal of ancient highland material.,Separates retreat of the visible boundary from the original crustal boundary.,Regional erosion does not by itself explain the initial hemispheric crustal contrast.,https://doi.org/10.1038/s41561-024-01634-8
10.1038/s41561-025-01641-3,Author Correction: An ongoing satellite–ring cycle of Mars and the origins of Phobos and Deimos,Andrew J. Hesselbrock; David A. Minton,2025,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1038/s41561-025-01641-3
10.1038/s41561-025-01653-z,Evidence for pre-Noachian granitic rocks on Mars from quartz in meteorite NWA 7533,V. Malarewicz; O. Beyssac; B. Zanda; J. Marin-Carbonne; H. Leroux; D. Rubatto; A. S. Bouvier; D. Deldicque; S. Pont; S. Bernard; E. Bloch; S. Bouley; M. Humayun; R. H. Hewins,2025,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1038/s41561-025-01653-z
10.1038/s41561-025-01817-x,An orbital gravity mission could decipher the global dichotomy on Mars,Michael Manuel Sori; Anton Ermakov; James Tuttle Keane,2025,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Dichotomy; Gravity and topography; Magnetism; Chronology; Surface and water,,,,https://doi.org/10.1038/s41561-025-01817-x
10.1038/s41586-025-09361-9,Seismic detection of a 600-km solid inner core in Mars,Huixing Bi; Daoyuan Sun; Ningyu Sun; Zhu Mao; Mingwei Dai; Douglas Hemingway,2025,Nature,journal-article,True,Abstract consulted,Interior,Seismic phases are interpreted as evidence for a roughly 600-km-radius solid inner core.,Requires testing present-day interior models separately from early full-sphere dynamo models.,Phase identification and inversion assumptions matter. Consult the linked author correction before reuse.,https://doi.org/10.1038/s41586-025-09361-9
